0,1,2,3,4,5,6
-1.183955592671145,0.9657834738996477,-1.6075328393896537,-0.6158167531224181,4.489443110251243,2.572063430136024,0.4424702265568384
-1.4760055781105097,0.5125141178245674,-1.8404467137018163,-0.22923875462556834,4.1627434454665835,2.319157818314343,-0.34645795615082736
-1.4854333906066834,0.2858794397870271,-1.7759364455394702,-0.859148481975753,2.269974748036859,1.6920236402192421,-0.501798621695899
-1.6063854103552708,-0.08163625432790293,-1.8955951771167565,-1.5764354574962074,1.1282987101692297,1.3195699155689318,-1.295564122848552
-1.567168476044589,-0.29806216308447286,-1.7865946080220012,-0.5067509675267879,0.5315019969405091,1.3928768804852587,-1.1372279630362916
-1.4772948083007302,-0.6962041650423137,-1.5932099115447713,-0.3873687268699067,-0.055085351763690456,2.0531635261448598,-1.461975973286542
-1.3248049666273654,-0.6472020724936564,-1.4188056691216981,-0.6447276655833961,-0.1912313167201399,2.2759030433548153,-1.2639899940862964
-1.261038137423942,-0.5981999799449991,-1.3680825063398951,0.4395792967009371,0.0736792690223172,2.54694020524691,-0.9489368605521484
-1.457956996188938,-0.7104964420356721,-1.6542147465049424,-0.00962330976111225,0.23690247363759856,2.171119044798257,-1.4345914885331241
-1.393675942790003,-0.34093899406454803,-1.6916049634018562,-0.028553940561548634,1.0516836288976201,2.0605300508279507,-0.9477629506366289
-1.3799991985179527,0.06128651560568098,-1.7762263574568595,0.6235903383361614,2.1316761108705884,2.0463043949246185,-0.481639754870767
-1.1776665398912338,0.6268523337714345,-1.6998802931807844,-1.0872667585231133,3.0406050183660347,1.84307985159399,-0.049114670480125154
-1.1868484241416613,0.7248565188687491,-1.64472381428294,-0.7004360946677679,3.173004911584804,1.9719391522143472,-0.06101568824435924
-1.467873461468999,0.3655078401785953,-1.8514818412732126,-0.9351322354633965,3.1622309982209433,1.855563801773825,-0.8397429985826816
-1.4309827101270287,0.2613783935126984,-1.745440800723511,-1.599177480992579,1.8047231905318324,1.4952005384954257,-0.8021576414599192
-1.574411010457525,-0.375648809619847,-1.8575817773703975,-1.221402086637862,0.9818906191144889,1.324799174726875,-1.4396109654132774
-1.48651583603319,-0.5451143796839536,-1.6969755184832374,-1.3715067219022141,0.08098674698948047,1.5674098767370162,-1.4567540981450926
-1.5244003192255728,-0.890170781380749,-1.6602884018724644,-0.5021772962916651,-0.23266498060182483,1.685980480527011,-1.7251746722765218
-1.2777967901645413,-0.7370392421661949,-1.3557668704638555,-0.44595497156289976,-0.30130778807676684,2.1921023532292607,-1.3071413033947124
-1.27234879800527,-0.745206257590971,-1.4134155501177563,-0.2667295831161081,-0.28489366247687875,2.1139679019378192,-1.2578775665951414
-1.5473243616324592,-0.6900789034737316,-1.7157634613051258,-0.5621296469060065,0.25449318233256035,1.9183294086252283,-1.6641313566694962
-1.4285784149419405,-0.3450225017769361,-1.7195562928586225,-0.17023496972151003,1.0203485302355395,1.8864506022021683,-1.0233587012308756
-1.5049094281394033,-0.09797028517745537,-1.7492300155347216,-0.45921990288386755,1.586163647346438,2.2166456998751176,-0.9395658210541207
-1.3329822846707469,0.4675955329882981,-1.6104509499516149,-1.2385640599288348,3.1628483086340533,2.443023953061512,-0.14614439694567166
-1.2012035971863817,0.7616080882802421,-1.5460190212650433,-0.47917618374124277,2.6105401544083087,2.4445979082932094,0.12820644624174768
-1.4414925020558758,0.13070614671627886,-1.787238695362576,-1.693134734642971,2.637944515824515,2.053884231961479,-0.975248634520695
-1.3555871795507626,0.05720300789329287,-1.6697823922665163,-1.706117023359524,1.5711635319235884,1.531534052422935,-0.7803795885444155
-1.5511918774554343,-0.6124922569383574,-1.799165859602863,-2.0757600191416756,1.1122222586414696,1.3884263149682603,-1.5025163450242327
-1.6024072792460162,-1.110680197849707,-1.7009105480548832,-2.277920141951485,0.03403949864881694,1.3019954628107897,-1.9412955356889372
-1.485151289589594,-1.261769983208067,-1.5726365687807888,-1.8211932467627374,-0.19252397527750817,1.6586620022884242,-2.000557746596553
-1.330498595786238,-1.1474317672612,-1.372395492462576,-1.0854295815943973,-0.4575189795379973,1.7995827703685299,-1.7270367362804526
-1.240496721488876,-1.033093551314333,-1.332256816749011,-1.4526808213982567,-0.3084780859521277,2.126567827766305,-1.596854174614536
-1.5332849576593146,-1.0310517974581388,-1.6742423661471304,-1.0845216992892979,0.13263505155306318,1.3891014589229096,-1.932491211322539
-1.4878915080795667,-0.6757866264803731,-1.6777764958952446,-0.512973387287682,0.4217315427117486,1.372539722096742,-1.4508440689152338
-1.4277429462473064,-0.47977825628574383,-1.707836581604451,-1.5283626611948185,0.8628763371612015,1.42343025092373,-1.5016257926745284
-1.1311263377359257,0.355299070897625,-1.4761249040496685,-0.5734481984738274,2.724104165791142,1.9595753196706154,-0.07487996914317022
-1.0196904363150026,0.8494035040965865,-1.3507214730818335,-0.407369973596168,3.584629605509868,2.5790240400488353,0.40814348144094975
-1.3764807703256652,0.12866439286008483,-1.6529472528868274,-0.6762979880041217,2.6865590298963156,1.9120398006796147,-0.7691262452163299
-1.2729441051278496,-0.3143961939340253,-1.54820308674972,-1.0779395525773272,1.7379428666109764,1.76857171031663,-0.7382605103686114
-1.4011493771475474,-0.7492897653033592,-1.701799903586635,-1.274596709528397,0.6114516096743895,1.6034389545868146,-1.3732850551864113
