MSN,YYYYMM,Value,Column_Order,Description,Unit
"""PAICPUS""","""198207""",4083.211,"""13""","""Total Petroleum Consumed by the Industrial Sector""","""Thousand Barrels per Day"""
"""PAICPUS""","""198208""",4240.418,"""13""","""Total Petroleum Consumed by the Industrial Sector""","""Thousand Barrels per Day"""
"""PAICPUS""","""198209""",4080.034,"""13""","""Total Petroleum Consumed by the Industrial Sector""","""Thousand Barrels per Day"""
"""PAICPUS""","""198210""",4107.846,"""13""","""Total Petroleum Consumed by the Industrial Sector""","""Thousand Barrels per Day"""
"""PAICPUS""","""198211""",3960.64,"""13""","""Total Petroleum Consumed by the Industrial Sector""","""Thousand Barrels per Day"""
"""PAICPUS""","""198212""",3903.643,"""13""","""Total Petroleum Consumed by the Industrial Sector""","""Thousand Barrels per Day"""
"""PAICPUS""","""198301""",3505.285,"""13""","""Total Petroleum Consumed by the Industrial Sector""","""Thousand Barrels per Day"""
"""PAICPUS""","""198302""",3582.693,"""13""","""Total Petroleum Consumed by the Industrial Sector""","""Thousand Barrels per Day"""
"""PAICPUS""","""198303""",3592.662,"""13""","""Total Petroleum Consumed by the Industrial Sector""","""Thousand Barrels per Day"""
"""PAICPUS""","""198304""",3500.949,"""13""","""Total Petroleum Consumed by the Industrial Sector""","""Thousand Barrels per Day"""
"""PAICPUS""","""198305""",3715.743,"""13""","""Total Petroleum Consumed by the Industrial Sector""","""Thousand Barrels per Day"""
"""PAICPUS""","""198306""",3902.617,"""13""","""Total Petroleum Consumed by the Industrial Sector""","""Thousand Barrels per Day"""
"""PAICPUS""","""198307""",3978.326,"""13""","""Total Petroleum Consumed by the Industrial Sector""","""Thousand Barrels per Day"""
"""PAICPUS""","""198308""",4067.025,"""13""","""Total Petroleum Consumed by the Industrial Sector""","""Thousand Barrels per Day"""
"""PAICPUS""","""198309""",4339.161,"""13""","""Total Petroleum Consumed by the Industrial Sector""","""Thousand Barrels per Day"""
"""PAICPUS""","""198310""",3984.381,"""13""","""Total Petroleum Consumed by the Industrial Sector""","""Thousand Barrels per Day"""
