COAL,NATURALGAS,ELECTRICITY,PETRO_INDUSTRIAL,PETRO_RESIDENTIAL_COMMERCIAL,PETRO_TRANSPORTATION_ELECTRICPOWER,CO2
91304.88699999999,1542.17,331279.434,5164.899,293.099,440.89300000000003,461.62800000000004
88469.273,1645.8729999999998,307059.462,4935.066,361.405,424.597,471.267
87015.67300000001,1913.629,296289.561,4914.964,417.994,336.398,481.986
94648.155,2378.895,324833.70399999997,4380.117,532.612,425.042,529.906
99026.1,2700.545,341988.899,4759.218,670.404,660.32,554.83
87031.78199999999,2500.315,299248.775,4897.728,613.903,630.5880000000001,506.365
86182.17599999999,2197.936,304317.26300000004,4639.617,509.309,537.056,504.0
79312.22200000001,1743.53,285755.7,4922.95,408.048,477.02099999999996,458.319
83889.216,1514.6970000000001,307544.887,4669.023,348.00699999999995,421.842,454.727
90507.648,1368.369,328693.69899999996,4853.235,331.202,597.11,457.593
100380.515,1600.484,374396.049,5061.272,322.131,643.1659999999999,497.369
101871.66900000001,1651.58,381816.31799999997,5152.166,313.106,663.332,507.286
91509.59199999999,1428.5539999999999,323135.536,5188.496,366.024,471.842,459.915
88394.92599999999,1553.1889999999999,306740.934,5045.907999999999,395.82199999999995,442.211,472.995
88947.222,1753.642,297866.713,4835.982,410.44599999999997,352.819,475.2
97807.773,2263.659,331680.43100000004,4996.501,534.925,512.27,537.826
99807.875,2675.8340000000003,346545.62700000004,4744.094,613.8290000000001,785.196,560.77
90233.479,2511.097,314279.91,5108.997,567.896,517.993,521.927
86075.84199999999,2100.9210000000003,308812.096,4991.972,452.921,501.759,504.024
79645.136,1745.171,290559.914,5119.669,392.09,486.43,465.26599999999996
87694.373,1573.043,327380.26399999997,5185.566,312.915,544.363,477.865
92975.54800000001,1483.684,345085.07899999997,5337.406,310.02099999999996,590.3240000000001,476.57099999999997
100663.51199999999,1584.933,377331.69700000004,5398.2880000000005,298.67900000000003,636.726,503.587
99319.155,1577.9620000000002,368439.037,5546.956,315.093,591.745,500.57199999999995
92548.05900000001,1482.15,335622.198,5489.984,311.915,473.879,469.26
89025.60800000001,1557.224,312450.223,5453.579000000001,364.655,401.99800000000005,478.22900000000004
89666.526,1782.796,302101.256,5272.944,432.233,366.83,486.93699999999995
99599.425,2327.73,341947.963,5020.68,616.675,513.653,548.719
99403.225,2561.8579999999997,343121.453,5001.217000000001,540.71,626.336,553.428
87720.53300000001,2242.986,298500.316,5081.717000000001,520.2040000000001,417.894,494.783
91150.681,2205.7870000000003,317458.276,5299.418000000001,451.717,429.93699999999995,522.885
80859.70599999999,1724.8770000000002,289562.4,4764.8,354.017,374.033,461.664
86367.787,1522.6129999999998,315062.11,5157.498,319.062,354.952,471.728
96504.41699999999,1534.122,363671.636,5547.096,327.347,596.557,487.536
103428.775,1686.609,402273.846,5115.32,307.976,692.592,513.85
104549.477,1695.102,404940.68100000004,5573.236,328.73,775.822,521.51
95689.525,1422.495,350217.80100000004,4846.642,304.842,676.437,473.449
91469.168,1428.227,316397.924,4759.972,344.95099999999996,537.2330000000001,474.249
89018.317,1663.4,306115.23600000003,5037.565,381.22,372.691,478.509
99816.0,2326.36,348101.071,5010.2029999999995,498.184,686.549,553.411
94621.37,2165.268,328657.739,5043.874,463.159,319.38,521.884
88231.349,2144.3779999999997,307333.43,4883.69,529.497,291.20599999999996,487.01800000000003
89877.102,2126.369,318729.8,5014.412,439.333,207.75599999999997,512.3290000000001
79419.116,1681.005,297858.078,4857.102,323.002,247.75,454.702
87490.37800000001,1526.297,330615.57,5180.952,287.62,230.352,468.67
94297.71,1550.879,364259.79799999995,5471.793000000001,260.908,317.389,481.519
104145.4,1758.733,410420.79299999995,5084.729,247.424,379.356,515.186
105198.209,1751.683,407762.536,5619.904,252.498,450.43,524.514
91333.88699999999,1462.07,332055.321,5450.828,271.593,254.955,467.125
91199.13900000001,1644.231,321567.091,5333.217,297.467,268.378,486.714
89548.183,1765.375,309158.826,5356.177,337.024,259.552,480.98699999999997
96929.91900000001,2122.784,336283.24600000004,4995.7429999999995,413.036,239.558,528.689
98737.661,2474.725,353531.095,5067.259,435.746,317.308,543.442
90969.775,2565.953,323230.395,5156.291,500.42,507.286,521.634
89019.463,2128.33,320471.243,4933.462,418.70599999999996,278.608,508.11699999999996
82540.11099999999,1809.783,303129.064,5049.799,289.13599999999997,269.447,469.903
88010.435,1560.369,330202.75800000003,5207.548,218.22,251.518,474.77099999999996
96555.21699999999,1555.757,362754.87700000004,5105.998,229.808,315.931,482.418
103282.29400000001,1660.8139999999999,393226.43200000003,5089.058,223.851,294.894,506.595
105786.69900000001,1896.674,421796.659,5183.549,243.733,379.972,529.453
94596.351,1590.656,355393.912,5214.752,257.432,271.028,477.01199999999994
90819.885,1627.602,332615.416,5090.004,292.71,250.428,478.50699999999995
89310.735,1834.266,314102.543,4862.275,397.31,169.342,482.728
98369.504,2398.862,346290.331,4721.009,545.391,222.77700000000002,540.966
101388.662,2733.59,362998.429,4873.999,549.935,235.074,555.4
93441.72,2502.724,325105.597,4760.9490000000005,549.243,208.835,511.666
90154.05,2277.698,324629.85,4581.015,424.34,165.113,506.035
83461.557,1823.885,305865.031,4593.62,331.944,186.75400000000002,462.545
87807.055,1577.395,325244.80199999997,4731.784000000001,256.962,182.953,460.999
96035.744,1604.908,373109.027,4780.393,251.90599999999998,280.813,468.33099999999996
104723.707,1710.14,402900.336,4732.391,239.71200000000002,225.667,494.995
102389.859,1683.74,388986.719,4550.898,226.22400000000002,205.46400000000003,485.38699999999994
91908.77,1460.035,338056.13,3933.259,240.93,230.007,437.07599999999996
86926.884,1635.0439999999999,318547.343,4904.309,286.192,172.642,461.94599999999997
87148.645,1868.435,310046.24100000004,4352.497,358.778,183.497,462.277
95161.791,2399.413,343898.25399999996,3906.845,502.43699999999995,229.12599999999998,516.4780000000001
96448.616,2729.697,354992.636,4131.255999999999,541.618,318.942,533.28
80120.525,2331.768,300887.398,4168.746,495.538,191.377,456.546
77813.967,2170.514,310602.964,4019.6940000000004,428.36199999999997,179.71099999999998,460.94
72019.193,1741.243,289537.255,4042.558,343.254,151.784,418.626
75264.05,1504.9920000000002,311305.872,4087.5190000000002,248.063,171.136,412.282
83826.921,1528.41,347658.24100000004,4369.477,230.83,178.942,428.559
89133.755,1659.05,372542.226,4262.483,243.59,180.442,447.469
91730.84199999999,1737.335,381221.417,4432.247,251.19299999999998,195.097,458.81300000000005
78756.705,1574.901,327400.61199999996,4572.662,289.323,155.862,417.54400000000004
80034.899,1666.078,307040.341,4429.139,295.673,136.017,432.249
78501.9,1775.1660000000002,296634.67,4514.41,313.707,110.619,427.31699999999995
93826.234,2490.925,350507.295,4240.965999999999,496.871,128.201,510.046
96493.761,2809.788,360957.167,4091.759,549.8240000000001,239.132,524.186
86001.06,2480.95,319734.727,4196.251,557.145,137.731,471.414
82444.118,2142.925,312167.64,4549.224,358.805,133.845,469.01800000000003
72790.215,1691.8129999999999,287800.227,4442.915,269.113,125.302,420.42400000000004
81570.459,1617.274,327936.49199999997,4315.571,262.16900000000004,163.767,435.588
92983.42,1649.515,375759.47799999994,4679.46,278.818,224.09400000000002,457.36199999999997
100582.163,1825.828,409725.44,4514.722,233.467,243.77700000000002,484.43199999999996
100393.037,1878.9260000000002,408884.155,4984.565,217.09599999999998,196.358,490.64
85385.77,1637.491,346045.172,4965.755,212.62900000000002,153.013,441.76099999999997
76590.832,1664.9379999999999,307920.691,4426.0740000000005,294.013,118.102,427.16900000000004
78697.159,1973.2939999999999,306009.62899999996,4388.782,362.07199999999995,114.389,444.009
94581.72300000001,2714.054,362119.081,4546.518,530.613,189.44400000000002,527.556
96303.08099999999,2888.64,362871.893,4525.318,496.923,184.322,529.2669999999999
79576.76299999999,2452.403,313126.607,4204.305,499.426,143.626,454.464
78766.962,2230.493,318709.941,4629.976,368.06,147.36,464.555
72497.188,1825.023,302400.724,4294.12,267.66,132.732,418.49699999999996
79098.326,1667.396,323628.238,4336.343,195.958,127.81,425.506
89651.825,1657.3339999999998,367727.015,4567.0509999999995,235.77,145.007,445.13199999999995
99618.148,1890.515,418692.755,4479.342000000001,216.118,168.878,476.194
97762.44099999999,1891.783,406511.315,4898.170999999999,264.883,143.404,480.27
82341.004,1655.634,337931.31799999997,4685.736,288.192,130.395,428.306
75260.839,1744.454,308698.50399999996,4666.637,328.80699999999996,106.993,424.88800000000003
72706.918,2031.872,304102.155,4799.459,390.135,97.296,432.48900000000003
79364.672,2541.8779999999997,335740.463,4194.698,493.06800000000004,115.594,475.034
76291.6,2756.18,339528.25899999996,4533.332,479.339,125.55799999999999,477.24199999999996
68466.207,2500.654,309389.42,4539.758,422.254,105.223,440.12199999999996
63074.890999999996,2127.761,309090.56899999996,4307.656,332.707,77.42399999999999,417.385
56898.617,1953.0710000000001,295228.216,4242.624,266.15,78.545,390.711
68014.705,1873.835,336517.631,4531.361,238.592,90.73700000000001,414.69800000000004
76642.09700000001,1868.356,360826.151,4629.412,234.345,112.006,427.51
91587.644,2069.7729999999997,414639.67100000003,4537.08,219.74900000000002,123.29299999999999,467.491
87918.69300000001,2008.815,395699.566,4725.278,258.155,104.585,463.795
74477.409,1807.2079999999999,334584.877,4493.848,229.074,92.411,411.408
71773.73,1901.0839999999998,311650.774,4900.342000000001,239.84099999999998,89.62700000000001,422.95099999999996
75318.703,2167.841,305975.035,4708.067,320.848,92.40299999999999,438.695
78720.825,2503.907,334635.089,4558.406,358.42400000000004,93.397,464.212
80587.134,2878.785,348967.37799999997,4700.001,509.695,137.78,494.22900000000004
72485.533,2567.155,309728.08,4535.389,515.299,113.90700000000001,442.13599999999997
75914.288,2521.1079999999997,325398.834,4216.713,426.287,101.085,463.834
65959.613,1967.4579999999999,299332.868,4347.057,328.82099999999997,101.529,409.474
69885.357,1752.469,322155.64,4550.473,226.19799999999998,121.376,414.12800000000004
80169.25200000001,1742.9170000000001,356822.64700000006,4641.833,178.16099999999997,123.939,424.32199999999995
88299.204,1926.33,394845.62100000004,4869.9529999999995,173.077,145.528,459.341
87155.789,1927.379,385285.745,4679.263,200.623,124.15799999999999,456.186
77901.622,1766.973,340940.902,5169.81,222.095,116.059,424.82099999999997
71824.198,1866.7620000000002,314925.463,5096.444,209.33,107.59700000000001,424.846
71439.212,2316.909,314539.642,5064.09,306.255,99.89299999999999,446.14099999999996
82820.614,2920.8259999999996,353021.24799999996,4815.333,367.24800000000005,129.329,499.333
89062.79400000001,3204.1290000000004,377251.37899999996,4802.3240000000005,447.01599999999996,363.967,532.891
81580.981,2741.24,324347.016,4365.764,486.935,163.721,473.42400000000004
77685.495,2557.89,331820.969,4030.804,406.83099999999996,167.835,469.599
63209.565,1961.6779999999999,297628.262,4442.19,249.65599999999998,95.915,409.962
69184.695,1810.2220000000002,324719.307,4293.929,256.426,110.352,416.04699999999997
79487.082,1745.351,357840.179,4441.05,227.058,113.553,426.23699999999997
86802.295,1881.017,385775.45,4612.888,201.429,110.00299999999999,456.82599999999996
86357.12800000001,1933.0610000000001,384336.561,4736.254,206.171,112.931,457.44199999999995
74293.549,1809.2910000000002,339882.666,4980.340999999999,261.54900000000004,109.611,422.10699999999997
66493.94099999999,1912.81,314518.00899999996,4988.026,291.14,80.918,425.462
70154.743,2357.521,317491.365,4671.457,380.653,98.193,447.01300000000003
73419.21,2679.165,337952.981,4620.374,406.736,116.085,476.83099999999996
76894.69,3114.982,360452.843,4661.044,652.1709999999999,158.763,506.475
72317.599,2925.172,334595.61100000003,4584.08,654.169,351.82599999999996,472.131
63559.96599999999,2591.3289999999997,324313.517,4470.09,532.057,97.07,455.72
53207.419,2007.922,294177.187,4602.999,423.925,94.81299999999999,395.965
61923.19,1858.149,322189.101,4718.471,397.42800000000005,104.78200000000001,409.556
73844.88,1899.906,362493.066,5049.936,340.457,104.708,431.093
81448.94900000001,2067.714,400534.56799999997,5102.104,347.25,125.867,463.67
78574.44099999999,2052.728,392241.719,4978.277,366.653,116.45,454.82
69369.492,1901.3370000000002,350190.226,4761.861,364.26300000000003,111.785,418.565
58404.552,1987.31,312210.416,4476.849,527.604,94.367,409.786
53639.953,2249.14,300779.394,4292.737,581.774,98.742,406.129
54929.549000000006,2588.1679999999997,324536.124,4531.642,614.98,93.137,438.155
66662.224,3091.695,352713.719,4626.819,606.8340000000001,127.22200000000001,482.86199999999997
55210.717000000004,2652.26,313816.4,4921.448,600.244,126.083,433.655
44574.606,2356.298,304427.422,4694.569,490.05199999999996,101.729,409.895
43383.704000000005,2083.848,292986.598,4472.647,451.00199999999995,106.57,382.586
49342.933,1965.799,316866.99199999997,4455.6720000000005,413.974,107.288,390.11800000000005
67551.229,2000.656,367903.542,4640.476,362.31699999999995,113.51100000000001,424.80300000000005
78568.539,2186.616,412043.365,4617.785,361.954,131.912,459.014
78174.536,2208.375,409861.386,5016.845,342.63800000000003,131.38,466.594
66614.898,1947.7520000000002,351560.044,4871.108,385.94699999999995,111.22,418.332
58952.703,1925.203,312939.728,4929.866,442.72,89.45,408.976
52533.242,2159.445,297065.261,4710.752,496.037,100.82600000000001,405.95300000000003
69501.358,2866.2729999999997,345389.344,4517.36,649.362,111.684,486.15
68005.594,2914.837,344413.97,4698.197,610.493,114.696,477.207
52380.924000000006,2341.078,291112.63800000004,4440.822,550.39,99.45200000000001,396.73
53325.237,2524.263,319469.28,4799.963,515.557,90.757,435.702
48565.447,1932.745,295461.518,4794.996,440.345,72.783,383.43800000000005
55201.684,1892.286,323494.022,4865.959,385.52099999999996,103.60700000000001,404.315
63098.547,1910.408,358630.102,5076.598,394.423,109.37,415.783
74213.784,2141.879,404537.01,5095.003,339.616,101.572,451.327
70229.13,2094.234,384837.276,4831.991,367.723,96.881,444.287
59039.437000000005,1920.233,336003.836,4815.6990000000005,366.61300000000006,95.075,402.793
54435.842000000004,2031.694,318731.201,4873.293,413.82099999999997,86.76799999999999,407.89099999999996
55357.275,2357.822,308188.682,5135.217000000001,525.839,96.15,425.82099999999997
63002.780999999995,3084.415,350563.359,4802.383,641.883,146.256,486.152
69253.774,3341.44,373379.35299999994,5207.762,698.7339999999999,348.108,512.0790000000001
50024.953,2711.241,307057.658,4862.815,577.456,100.889,414.76
48869.90900000001,2797.8179999999998,321765.19,5186.903,525.938,84.485,446.9
44793.442,2351.509,301056.945,4750.44,483.87699999999995,93.98899999999999,402.91900000000004
51573.59,2056.106,339228.26200000005,5018.157999999999,376.108,88.624,406.662
60239.975999999995,2064.26,372145.084,5177.94,354.35400000000004,112.69200000000001,420.56199999999995
68083.151,2352.215,411616.686,5258.173000000001,340.765,109.61200000000001,453.819
67976.37,2315.335,408352.15,5682.0109999999995,334.098,111.05799999999999,459.209
58159.414000000004,2157.215,356557.96,5259.146,349.365,109.795,414.218
52811.207,2286.013,325070.15,5506.956,470.51300000000003,89.057,425.941
56170.449,2716.2290000000003,322466.034,5120.05,581.056,99.302,447.999
60149.09099999999,2999.923,342292.23299999995,4750.435,668.1139999999999,100.01899999999999,472.73900000000003
60198.764,3425.0440000000003,359728.835,5386.811,668.8710000000001,122.53200000000001,499.589
49199.764,3020.0759999999996,315281.732,4856.6320000000005,643.201,95.249,432.652
48347.845,2928.525,326903.253,4812.474,567.54,80.252,448.421
37282.224,2213.498,296952.61100000003,5041.197,452.81199999999995,67.007,383.101
44060.166,2135.137,330660.82300000003,5101.905,400.342,96.791,398.972
48267.03,2120.269,353239.355,5134.581,372.165,88.015,401.852
59801.968,2395.18,410364.891,5337.118,358.108,100.744,442.42699999999996
56310.744000000006,2435.169,401731.655,5372.51,408.19599999999997,98.238,443.756
51113.288,2207.12,360759.56899999996,5450.935,348.278,87.365,403.69
41517.648,2307.468,320517.645,5435.91,420.04,60.321999999999996,404.47
45869.143,2784.228,315897.352,5297.732,586.7080000000001,70.312,432.71
44574.785,3171.583,338536.158,5072.86,630.741,83.499,455.25800000000004
40771.261,3320.552,342019.11,5219.143,643.927,90.525,450.19199999999995
36011.703,3058.5190000000002,319698.106,5240.934,619.794,81.241,418.213
32842.827000000005,2721.99,309869.696,5317.735,521.605,82.435,387.61300000000006
26754.132999999998,2256.849,279846.214,4205.670999999999,440.671,75.7,305.204
29783.502,2072.161,304836.826,4670.505999999999,445.14300000000003,78.92399999999999,317.467
39797.904,2127.9139999999998,351967.19,4865.208,392.526,99.618,347.744
52852.356,2464.089,409871.26,5189.11,356.88699999999994,102.90899999999999,403.75699999999995
53610.33900000001,2399.535,398535.593,5277.888000000001,352.07,97.726,405.82599999999996
41827.721,2151.18,333493.037,5144.516,405.00800000000004,70.589,363.85699999999997
37392.536,2315.8920000000003,313703.439,5285.616,447.655,70.186,371.087
37873.817,2441.945,301402.964,5576.809,504.48699999999997,80.301,372.57800000000003
47175.003,3182.8259999999996,344523.41299999994,5462.344,592.504,96.64200000000001,436.315
49009.762,3336.075,349240.773,5448.365,654.692,95.867,449.48
51520.742,3096.808,323899.407,3970.723,713.692,148.063,420.468
38330.784,2639.046,311376.971,4983.5,584.752,84.79299999999999,400.663
33633.784,2270.737,293322.38899999997,5473.4619999999995,493.069,73.766,368.81800000000004
39281.849,2115.0589999999997,320174.392,5610.28,441.645,80.259,377.241
51589.707,2240.571,373872.07200000004,5723.214,406.279,83.635,404.71
60022.263,2415.6,405648.924,5437.224,367.54900000000004,91.595,431.615
59903.694,2435.6,412885.749,5754.229,354.959,112.03399999999999,437.754
47960.25,2135.6479999999997,347711.724,5674.495,403.329,94.553,389.459
39435.282999999996,2258.209,318754.235,5617.376,467.88300000000004,89.14399999999999,388.957
36554.636,2680.171,314254.446,5390.411,559.3,103.265,403.788
38367.696,3001.1609999999996,337161.75399999996,5569.941,629.5740000000001,93.045,429.54900000000004
52357.441,3591.691,377106.44200000004,5564.222,689.5419999999999,190.326,478.522
43430.378,3061.123,326930.707,5552.723000000001,744.047,102.12899999999999,422.591
37946.865,2781.491,324771.623,5501.441,588.882,83.68299999999999,418.88
34267.185,2367.455,303323.604,5426.861999999999,486.714,76.434,375.273
38500.672,2242.38,342215.44200000004,5300.325,430.155,91.59200000000001,382.566
45133.892,2317.9570000000003,380648.53799999994,5811.186,399.12,95.145,398.07599999999996
52853.777,2582.948,424013.445,6055.821,352.50199999999995,86.92,427.88199999999995
51704.667,2559.494,412709.726,5780.709,350.07599999999996,91.309,430.153
40626.942,2288.491,350722.26,5920.2609999999995,396.31,97.88799999999999,387.889
35007.109,2366.092,314110.952,5753.774,467.504,92.919,385.849
35810.471,2774.152,322958.838,5615.659000000001,541.07,92.905,408.11
45104.312999999995,3385.1609999999996,363624.583,4669.612,634.9209999999999,249.199,454.091
