MSN,YYYYMM,Value,Column_Order,Description,Unit
"""PACCPUS""","""199109""",391.885,"""11""","""Total Petroleum Consumed by the Commercial Sector""","""Thousand Barrels per Day"""
"""PACCPUS""","""199110""",450.323,"""11""","""Total Petroleum Consumed by the Commercial Sector""","""Thousand Barrels per Day"""
"""PACCPUS""","""199111""",466.713,"""11""","""Total Petroleum Consumed by the Commercial Sector""","""Thousand Barrels per Day"""
"""PACCPUS""","""199112""",553.966,"""11""","""Total Petroleum Consumed by the Commercial Sector""","""Thousand Barrels per Day"""
"""PACCPUS""","""199201""",567.589,"""11""","""Total Petroleum Consumed by the Commercial Sector""","""Thousand Barrels per Day"""
"""PACCPUS""","""199202""",514.909,"""11""","""Total Petroleum Consumed by the Commercial Sector""","""Thousand Barrels per Day"""
"""PACCPUS""","""199203""",473.806,"""11""","""Total Petroleum Consumed by the Commercial Sector""","""Thousand Barrels per Day"""
"""PACCPUS""","""199204""",432.068,"""11""","""Total Petroleum Consumed by the Commercial Sector""","""Thousand Barrels per Day"""
"""PACCPUS""","""199205""",365.469,"""11""","""Total Petroleum Consumed by the Commercial Sector""","""Thousand Barrels per Day"""
"""PACCPUS""","""199206""",372.628,"""11""","""Total Petroleum Consumed by the Commercial Sector""","""Thousand Barrels per Day"""
"""PACCPUS""","""199207""",350.08,"""11""","""Total Petroleum Consumed by the Commercial Sector""","""Thousand Barrels per Day"""
"""PACCPUS""","""199208""",348.725,"""11""","""Total Petroleum Consumed by the Commercial Sector""","""Thousand Barrels per Day"""
"""PACCPUS""","""199209""",441.439,"""11""","""Total Petroleum Consumed by the Commercial Sector""","""Thousand Barrels per Day"""
"""PACCPUS""","""199210""",415.763,"""11""","""Total Petroleum Consumed by the Commercial Sector""","""Thousand Barrels per Day"""
"""PACCPUS""","""199211""",465.568,"""11""","""Total Petroleum Consumed by the Commercial Sector""","""Thousand Barrels per Day"""
"""PACCPUS""","""199212""",567.801,"""11""","""Total Petroleum Consumed by the Commercial Sector""","""Thousand Barrels per Day"""
"""PACCPUS""","""199301""",508.893,"""11""","""Total Petroleum Consumed by the Commercial Sector""","""Thousand Barrels per Day"""
"""PACCPUS""","""199302""",534.51,"""11""","""Total Petroleum Consumed by the Commercial Sector""","""Thousand Barrels per Day"""
"""PACCPUS""","""199303""",508.741,"""11""","""Total Petroleum Consumed by the Commercial Sector""","""Thousand Barrels per Day"""
"""PACCPUS""","""199304""",421.089,"""11""","""Total Petroleum Consumed by the Commercial Sector""","""Thousand Barrels per Day"""
"""PACCPUS""","""199305""",356.024,"""11""","""Total Petroleum Consumed by the Commercial Sector""","""Thousand Barrels per Day"""
"""PACCPUS""","""199306""",365.574,"""11""","""Total Petroleum Consumed by the Commercial Sector""","""Thousand Barrels per Day"""
"""PACCPUS""","""199307""",346.543,"""11""","""Total Petroleum Consumed by the Commercial Sector""","""Thousand Barrels per Day"""
"""PACCPUS""","""199308""",373.73,"""11""","""Total Petroleum Consumed by the Commercial Sector""","""Thousand Barrels per Day"""
"""PACCPUS""","""199309""",357.809,"""11""","""Total Petroleum Consumed by the Commercial Sector""","""Thousand Barrels per Day"""
"""PACCPUS""","""199310""",301.811,"""11""","""Total Petroleum Consumed by the Commercial Sector""","""Thousand Barrels per Day"""
"""PACCPUS""","""199311""",359.341,"""11""","""Total Petroleum Consumed by the Commercial Sector""","""Thousand Barrels per Day"""
"""PACCPUS""","""199312""",463.877,"""11""","""Total Petroleum Consumed by the Commercial Sector""","""Thousand Barrels per Day"""
"""PACCPUS""","""199401""",583.615,"""11""","""Total Petroleum Consumed by the Commercial Sector""","""Thousand Barrels per Day"""
"""PACCPUS""","""199402""",574.712,"""11""","""Total Petroleum Consumed by the Commercial Sector""","""Thousand Barrels per Day"""
"""PACCPUS""","""199403""",468.463,"""11""","""Total Petroleum Consumed by the Commercial Sector""","""Thousand Barrels per Day"""
"""PACCPUS""","""199404""",367.558,"""11""","""Total Petroleum Consumed by the Commercial Sector""","""Thousand Barrels per Day"""
"""PACCPUS""","""199405""",350.067,"""11""","""Total Petroleum Consumed by the Commercial Sector""","""Thousand Barrels per Day"""
"""PACCPUS""","""199406""",333.336,"""11""","""Total Petroleum Consumed by the Commercial Sector""","""Thousand Barrels per Day"""
"""PACCPUS""","""199407""",298.509,"""11""","""Total Petroleum Consumed by the Commercial Sector""","""Thousand Barrels per Day"""
"""PACCPUS""","""199408""",329.213,"""11""","""Total Petroleum Consumed by the Commercial Sector""","""Thousand Barrels per Day"""
"""PACCPUS""","""199409""",345.672,"""11""","""Total Petroleum Consumed by the Commercial Sector""","""Thousand Barrels per Day"""
"""PACCPUS""","""199410""",365.216,"""11""","""Total Petroleum Consumed by the Commercial Sector""","""Thousand Barrels per Day"""
"""PACCPUS""","""199411""",411.528,"""11""","""Total Petroleum Consumed by the Commercial Sector""","""Thousand Barrels per Day"""
"""PACCPUS""","""199412""",500.151,"""11""","""Total Petroleum Consumed by the Commercial Sector""","""Thousand Barrels per Day"""
"""PACCPUS""","""199501""",494.187,"""11""","""Total Petroleum Consumed by the Commercial Sector""","""Thousand Barrels per Day"""
"""PACCPUS""","""199502""",545.389,"""11""","""Total Petroleum Consumed by the Commercial Sector""","""Thousand Barrels per Day"""
"""PACCPUS""","""199503""",429.26,"""11""","""Total Petroleum Consumed by the Commercial Sector""","""Thousand Barrels per Day"""
"""PACCPUS""","""199504""",385.763,"""11""","""Total Petroleum Consumed by the Commercial Sector""","""Thousand Barrels per Day"""
"""PACCPUS""","""199505""",315.283,"""11""","""Total Petroleum Consumed by the Commercial Sector""","""Thousand Barrels per Day"""
"""PACCPUS""","""199506""",308.32,"""11""","""Total Petroleum Consumed by the Commercial Sector""","""Thousand Barrels per Day"""
"""PACCPUS""","""199507""",273.121,"""11""","""Total Petroleum Consumed by the Commercial Sector""","""Thousand Barrels per Day"""
"""PACCPUS""","""199508""",281.462,"""11""","""Total Petroleum Consumed by the Commercial Sector""","""Thousand Barrels per Day"""
"""PACCPUS""","""199509""",299.734,"""11""","""Total Petroleum Consumed by the Commercial Sector""","""Thousand Barrels per Day"""
"""PACCPUS""","""199510""",325.889,"""11""","""Total Petroleum Consumed by the Commercial Sector""","""Thousand Barrels per Day"""
"""PACCPUS""","""199511""",428.757,"""11""","""Total Petroleum Consumed by the Commercial Sector""","""Thousand Barrels per Day"""
"""PACCPUS""","""199512""",542.263,"""11""","""Total Petroleum Consumed by the Commercial Sector""","""Thousand Barrels per Day"""
"""PACCPUS""","""199601""",563.677,"""11""","""Total Petroleum Consumed by the Commercial Sector""","""Thousand Barrels per Day"""
"""PACCPUS""","""199602""",553.078,"""11""","""Total Petroleum Consumed by the Commercial Sector""","""Thousand Barrels per Day"""
"""PACCPUS""","""199603""",460.986,"""11""","""Total Petroleum Consumed by the Commercial Sector""","""Thousand Barrels per Day"""
"""PACCPUS""","""199604""",376.586,"""11""","""Total Petroleum Consumed by the Commercial Sector""","""Thousand Barrels per Day"""
"""PACCPUS""","""199605""",305.17,"""11""","""Total Petroleum Consumed by the Commercial Sector""","""Thousand Barrels per Day"""
"""PACCPUS""","""199606""",299.685,"""11""","""Total Petroleum Consumed by the Commercial Sector""","""Thousand Barrels per Day"""
"""PACCPUS""","""199607""",269.658,"""11""","""Total Petroleum Consumed by the Commercial Sector""","""Thousand Barrels per Day"""
"""PACCPUS""","""199608""",281.246,"""11""","""Total Petroleum Consumed by the Commercial Sector""","""Thousand Barrels per Day"""
"""PACCPUS""","""199609""",311.505,"""11""","""Total Petroleum Consumed by the Commercial Sector""","""Thousand Barrels per Day"""
"""PACCPUS""","""199610""",374.593,"""11""","""Total Petroleum Consumed by the Commercial Sector""","""Thousand Barrels per Day"""
"""PACCPUS""","""199611""",470.251,"""11""","""Total Petroleum Consumed by the Commercial Sector""","""Thousand Barrels per Day"""
"""PACCPUS""","""199612""",508.152,"""11""","""Total Petroleum Consumed by the Commercial Sector""","""Thousand Barrels per Day"""
"""PACCPUS""","""199701""",563.681,"""11""","""Total Petroleum Consumed by the Commercial Sector""","""Thousand Barrels per Day"""
"""PACCPUS""","""199702""",493.011,"""11""","""Total Petroleum Consumed by the Commercial Sector""","""Thousand Barrels per Day"""
"""PACCPUS""","""199703""",419.724,"""11""","""Total Petroleum Consumed by the Commercial Sector""","""Thousand Barrels per Day"""
"""PACCPUS""","""199704""",372.85,"""11""","""Total Petroleum Consumed by the Commercial Sector""","""Thousand Barrels per Day"""
"""PACCPUS""","""199705""",311.462,"""11""","""Total Petroleum Consumed by the Commercial Sector""","""Thousand Barrels per Day"""
"""PACCPUS""","""199706""",311.01,"""11""","""Total Petroleum Consumed by the Commercial Sector""","""Thousand Barrels per Day"""
"""PACCPUS""","""199707""",296.005,"""11""","""Total Petroleum Consumed by the Commercial Sector""","""Thousand Barrels per Day"""
"""PACCPUS""","""199708""",298.107,"""11""","""Total Petroleum Consumed by the Commercial Sector""","""Thousand Barrels per Day"""
"""PACCPUS""","""199709""",314.095,"""11""","""Total Petroleum Consumed by the Commercial Sector""","""Thousand Barrels per Day"""
"""PACCPUS""","""199710""",329.912,"""11""","""Total Petroleum Consumed by the Commercial Sector""","""Thousand Barrels per Day"""
"""PACCPUS""","""199711""",373.206,"""11""","""Total Petroleum Consumed by the Commercial Sector""","""Thousand Barrels per Day"""
"""PACCPUS""","""199712""",453.932,"""11""","""Total Petroleum Consumed by the Commercial Sector""","""Thousand Barrels per Day"""
"""PACCPUS""","""199801""",462.884,"""11""","""Total Petroleum Consumed by the Commercial Sector""","""Thousand Barrels per Day"""
"""PACCPUS""","""199802""",454.547,"""11""","""Total Petroleum Consumed by the Commercial Sector""","""Thousand Barrels per Day"""
"""PACCPUS""","""199803""",418.813,"""11""","""Total Petroleum Consumed by the Commercial Sector""","""Thousand Barrels per Day"""
"""PACCPUS""","""199804""",347.158,"""11""","""Total Petroleum Consumed by the Commercial Sector""","""Thousand Barrels per Day"""
"""PACCPUS""","""199805""",342.667,"""11""","""Total Petroleum Consumed by the Commercial Sector""","""Thousand Barrels per Day"""
"""PACCPUS""","""199806""",307.49,"""11""","""Total Petroleum Consumed by the Commercial Sector""","""Thousand Barrels per Day"""
"""PACCPUS""","""199807""",280.933,"""11""","""Total Petroleum Consumed by the Commercial Sector""","""Thousand Barrels per Day"""
"""PACCPUS""","""199808""",284.421,"""11""","""Total Petroleum Consumed by the Commercial Sector""","""Thousand Barrels per Day"""
"""PACCPUS""","""199809""",273.398,"""11""","""Total Petroleum Consumed by the Commercial Sector""","""Thousand Barrels per Day"""
"""PACCPUS""","""199810""",337.487,"""11""","""Total Petroleum Consumed by the Commercial Sector""","""Thousand Barrels per Day"""
"""PACCPUS""","""199811""",356.725,"""11""","""Total Petroleum Consumed by the Commercial Sector""","""Thousand Barrels per Day"""
"""PACCPUS""","""199812""",438.741,"""11""","""Total Petroleum Consumed by the Commercial Sector""","""Thousand Barrels per Day"""
"""PACCPUS""","""199901""",527.918,"""11""","""Total Petroleum Consumed by the Commercial Sector""","""Thousand Barrels per Day"""
"""PACCPUS""","""199902""",528.959,"""11""","""Total Petroleum Consumed by the Commercial Sector""","""Thousand Barrels per Day"""
"""PACCPUS""","""199903""",460.275,"""11""","""Total Petroleum Consumed by the Commercial Sector""","""Thousand Barrels per Day"""
"""PACCPUS""","""199904""",340.304,"""11""","""Total Petroleum Consumed by the Commercial Sector""","""Thousand Barrels per Day"""
"""PACCPUS""","""199905""",285.818,"""11""","""Total Petroleum Consumed by the Commercial Sector""","""Thousand Barrels per Day"""
"""PACCPUS""","""199906""",271.355,"""11""","""Total Petroleum Consumed by the Commercial Sector""","""Thousand Barrels per Day"""
"""PACCPUS""","""199907""",254.341,"""11""","""Total Petroleum Consumed by the Commercial Sector""","""Thousand Barrels per Day"""
"""PACCPUS""","""199908""",267.788,"""11""","""Total Petroleum Consumed by the Commercial Sector""","""Thousand Barrels per Day"""
"""PACCPUS""","""199909""",273.419,"""11""","""Total Petroleum Consumed by the Commercial Sector""","""Thousand Barrels per Day"""
"""PACCPUS""","""199910""",336.493,"""11""","""Total Petroleum Consumed by the Commercial Sector""","""Thousand Barrels per Day"""
"""PACCPUS""","""199911""",387.722,"""11""","""Total Petroleum Consumed by the Commercial Sector""","""Thousand Barrels per Day"""
"""PACCPUS""","""199912""",470.488,"""11""","""Total Petroleum Consumed by the Commercial Sector""","""Thousand Barrels per Day"""
"""PACCPUS""","""200001""",565.444,"""11""","""Total Petroleum Consumed by the Commercial Sector""","""Thousand Barrels per Day"""
"""PACCPUS""","""200002""",537.527,"""11""","""Total Petroleum Consumed by the Commercial Sector""","""Thousand Barrels per Day"""
"""PACCPUS""","""200003""",444.922,"""11""","""Total Petroleum Consumed by the Commercial Sector""","""Thousand Barrels per Day"""
"""PACCPUS""","""200004""",373.512,"""11""","""Total Petroleum Consumed by the Commercial Sector""","""Thousand Barrels per Day"""
"""PACCPUS""","""200005""",327.467,"""11""","""Total Petroleum Consumed by the Commercial Sector""","""Thousand Barrels per Day"""
"""PACCPUS""","""200006""",296.55,"""11""","""Total Petroleum Consumed by the Commercial Sector""","""Thousand Barrels per Day"""
"""PACCPUS""","""200007""",283.661,"""11""","""Total Petroleum Consumed by the Commercial Sector""","""Thousand Barrels per Day"""
"""PACCPUS""","""200008""",346.469,"""11""","""Total Petroleum Consumed by the Commercial Sector""","""Thousand Barrels per Day"""
"""PACCPUS""","""200009""",339.392,"""11""","""Total Petroleum Consumed by the Commercial Sector""","""Thousand Barrels per Day"""
"""PACCPUS""","""200010""",384.062,"""11""","""Total Petroleum Consumed by the Commercial Sector""","""Thousand Barrels per Day"""
"""PACCPUS""","""200011""",464.99,"""11""","""Total Petroleum Consumed by the Commercial Sector""","""Thousand Barrels per Day"""
"""PACCPUS""","""200012""",617.068,"""11""","""Total Petroleum Consumed by the Commercial Sector""","""Thousand Barrels per Day"""
"""PACCPUS""","""200101""",622.259,"""11""","""Total Petroleum Consumed by the Commercial Sector""","""Thousand Barrels per Day"""
"""PACCPUS""","""200102""",564.392,"""11""","""Total Petroleum Consumed by the Commercial Sector""","""Thousand Barrels per Day"""
"""PACCPUS""","""200103""",499.323,"""11""","""Total Petroleum Consumed by the Commercial Sector""","""Thousand Barrels per Day"""
"""PACCPUS""","""200104""",397.82,"""11""","""Total Petroleum Consumed by the Commercial Sector""","""Thousand Barrels per Day"""
"""PACCPUS""","""200105""",311.741,"""11""","""Total Petroleum Consumed by the Commercial Sector""","""Thousand Barrels per Day"""
"""PACCPUS""","""200106""",305.115,"""11""","""Total Petroleum Consumed by the Commercial Sector""","""Thousand Barrels per Day"""
"""PACCPUS""","""200107""",311.903,"""11""","""Total Petroleum Consumed by the Commercial Sector""","""Thousand Barrels per Day"""
"""PACCPUS""","""200108""",306.341,"""11""","""Total Petroleum Consumed by the Commercial Sector""","""Thousand Barrels per Day"""
"""PACCPUS""","""200109""",301.527,"""11""","""Total Petroleum Consumed by the Commercial Sector""","""Thousand Barrels per Day"""
"""PACCPUS""","""200110""",360.427,"""11""","""Total Petroleum Consumed by the Commercial Sector""","""Thousand Barrels per Day"""
"""PACCPUS""","""200111""",408.962,"""11""","""Total Petroleum Consumed by the Commercial Sector""","""Thousand Barrels per Day"""
"""PACCPUS""","""200112""",495.355,"""11""","""Total Petroleum Consumed by the Commercial Sector""","""Thousand Barrels per Day"""
"""PACCPUS""","""200201""",523.063,"""11""","""Total Petroleum Consumed by the Commercial Sector""","""Thousand Barrels per Day"""
"""PACCPUS""","""200202""",492.026,"""11""","""Total Petroleum Consumed by the Commercial Sector""","""Thousand Barrels per Day"""
"""PACCPUS""","""200203""",434.463,"""11""","""Total Petroleum Consumed by the Commercial Sector""","""Thousand Barrels per Day"""
"""PACCPUS""","""200204""",329.603,"""11""","""Total Petroleum Consumed by the Commercial Sector""","""Thousand Barrels per Day"""
"""PACCPUS""","""200205""",303.046,"""11""","""Total Petroleum Consumed by the Commercial Sector""","""Thousand Barrels per Day"""
"""PACCPUS""","""200206""",272.967,"""11""","""Total Petroleum Consumed by the Commercial Sector""","""Thousand Barrels per Day"""
"""PACCPUS""","""200207""",273.54,"""11""","""Total Petroleum Consumed by the Commercial Sector""","""Thousand Barrels per Day"""
"""PACCPUS""","""200208""",280.375,"""11""","""Total Petroleum Consumed by the Commercial Sector""","""Thousand Barrels per Day"""
"""PACCPUS""","""200209""",293.099,"""11""","""Total Petroleum Consumed by the Commercial Sector""","""Thousand Barrels per Day"""
"""PACCPUS""","""200210""",361.405,"""11""","""Total Petroleum Consumed by the Commercial Sector""","""Thousand Barrels per Day"""
"""PACCPUS""","""200211""",417.994,"""11""","""Total Petroleum Consumed by the Commercial Sector""","""Thousand Barrels per Day"""
"""PACCPUS""","""200212""",532.612,"""11""","""Total Petroleum Consumed by the Commercial Sector""","""Thousand Barrels per Day"""
"""PACCPUS""","""200301""",670.404,"""11""","""Total Petroleum Consumed by the Commercial Sector""","""Thousand Barrels per Day"""
"""PACCPUS""","""200302""",613.903,"""11""","""Total Petroleum Consumed by the Commercial Sector""","""Thousand Barrels per Day"""
"""PACCPUS""","""200303""",509.309,"""11""","""Total Petroleum Consumed by the Commercial Sector""","""Thousand Barrels per Day"""
"""PACCPUS""","""200304""",408.048,"""11""","""Total Petroleum Consumed by the Commercial Sector""","""Thousand Barrels per Day"""
"""PACCPUS""","""200305""",348.007,"""11""","""Total Petroleum Consumed by the Commercial Sector""","""Thousand Barrels per Day"""
"""PACCPUS""","""200306""",331.202,"""11""","""Total Petroleum Consumed by the Commercial Sector""","""Thousand Barrels per Day"""
"""PACCPUS""","""200307""",322.131,"""11""","""Total Petroleum Consumed by the Commercial Sector""","""Thousand Barrels per Day"""
"""PACCPUS""","""200308""",313.106,"""11""","""Total Petroleum Consumed by the Commercial Sector""","""Thousand Barrels per Day"""
"""PACCPUS""","""200309""",366.024,"""11""","""Total Petroleum Consumed by the Commercial Sector""","""Thousand Barrels per Day"""
"""PACCPUS""","""200310""",395.822,"""11""","""Total Petroleum Consumed by the Commercial Sector""","""Thousand Barrels per Day"""
"""PACCPUS""","""200311""",410.446,"""11""","""Total Petroleum Consumed by the Commercial Sector""","""Thousand Barrels per Day"""
"""PACCPUS""","""200312""",534.925,"""11""","""Total Petroleum Consumed by the Commercial Sector""","""Thousand Barrels per Day"""
"""PACCPUS""","""200401""",613.829,"""11""","""Total Petroleum Consumed by the Commercial Sector""","""Thousand Barrels per Day"""
"""PACCPUS""","""200402""",567.896,"""11""","""Total Petroleum Consumed by the Commercial Sector""","""Thousand Barrels per Day"""
"""PACCPUS""","""200403""",452.921,"""11""","""Total Petroleum Consumed by the Commercial Sector""","""Thousand Barrels per Day"""
"""PACCPUS""","""200404""",392.09,"""11""","""Total Petroleum Consumed by the Commercial Sector""","""Thousand Barrels per Day"""
"""PACCPUS""","""200405""",312.915,"""11""","""Total Petroleum Consumed by the Commercial Sector""","""Thousand Barrels per Day"""
"""PACCPUS""","""200406""",310.021,"""11""","""Total Petroleum Consumed by the Commercial Sector""","""Thousand Barrels per Day"""
"""PACCPUS""","""200407""",298.679,"""11""","""Total Petroleum Consumed by the Commercial Sector""","""Thousand Barrels per Day"""
"""PACCPUS""","""200408""",315.093,"""11""","""Total Petroleum Consumed by the Commercial Sector""","""Thousand Barrels per Day"""
"""PACCPUS""","""200409""",311.915,"""11""","""Total Petroleum Consumed by the Commercial Sector""","""Thousand Barrels per Day"""
"""PACCPUS""","""200410""",364.655,"""11""","""Total Petroleum Consumed by the Commercial Sector""","""Thousand Barrels per Day"""
"""PACCPUS""","""200411""",432.233,"""11""","""Total Petroleum Consumed by the Commercial Sector""","""Thousand Barrels per Day"""
"""PACCPUS""","""200412""",616.675,"""11""","""Total Petroleum Consumed by the Commercial Sector""","""Thousand Barrels per Day"""
"""PACCPUS""","""200501""",540.71,"""11""","""Total Petroleum Consumed by the Commercial Sector""","""Thousand Barrels per Day"""
"""PACCPUS""","""200502""",520.204,"""11""","""Total Petroleum Consumed by the Commercial Sector""","""Thousand Barrels per Day"""
"""PACCPUS""","""200503""",451.717,"""11""","""Total Petroleum Consumed by the Commercial Sector""","""Thousand Barrels per Day"""
"""PACCPUS""","""200504""",354.017,"""11""","""Total Petroleum Consumed by the Commercial Sector""","""Thousand Barrels per Day"""
"""PACCPUS""","""200505""",319.062,"""11""","""Total Petroleum Consumed by the Commercial Sector""","""Thousand Barrels per Day"""
"""PACCPUS""","""200506""",327.347,"""11""","""Total Petroleum Consumed by the Commercial Sector""","""Thousand Barrels per Day"""
"""PACCPUS""","""200507""",307.976,"""11""","""Total Petroleum Consumed by the Commercial Sector""","""Thousand Barrels per Day"""
"""PACCPUS""","""200508""",328.73,"""11""","""Total Petroleum Consumed by the Commercial Sector""","""Thousand Barrels per Day"""
"""PACCPUS""","""200509""",304.842,"""11""","""Total Petroleum Consumed by the Commercial Sector""","""Thousand Barrels per Day"""
"""PACCPUS""","""200510""",344.951,"""11""","""Total Petroleum Consumed by the Commercial Sector""","""Thousand Barrels per Day"""
"""PACCPUS""","""200511""",381.22,"""11""","""Total Petroleum Consumed by the Commercial Sector""","""Thousand Barrels per Day"""
"""PACCPUS""","""200512""",498.184,"""11""","""Total Petroleum Consumed by the Commercial Sector""","""Thousand Barrels per Day"""
"""PACCPUS""","""200601""",463.159,"""11""","""Total Petroleum Consumed by the Commercial Sector""","""Thousand Barrels per Day"""
"""PACCPUS""","""200602""",529.497,"""11""","""Total Petroleum Consumed by the Commercial Sector""","""Thousand Barrels per Day"""
"""PACCPUS""","""200603""",439.333,"""11""","""Total Petroleum Consumed by the Commercial Sector""","""Thousand Barrels per Day"""
"""PACCPUS""","""200604""",323.002,"""11""","""Total Petroleum Consumed by the Commercial Sector""","""Thousand Barrels per Day"""
"""PACCPUS""","""200605""",287.62,"""11""","""Total Petroleum Consumed by the Commercial Sector""","""Thousand Barrels per Day"""
"""PACCPUS""","""200606""",260.908,"""11""","""Total Petroleum Consumed by the Commercial Sector""","""Thousand Barrels per Day"""
"""PACCPUS""","""200607""",247.424,"""11""","""Total Petroleum Consumed by the Commercial Sector""","""Thousand Barrels per Day"""
"""PACCPUS""","""200608""",252.498,"""11""","""Total Petroleum Consumed by the Commercial Sector""","""Thousand Barrels per Day"""
"""PACCPUS""","""200609""",271.593,"""11""","""Total Petroleum Consumed by the Commercial Sector""","""Thousand Barrels per Day"""
"""PACCPUS""","""200610""",297.467,"""11""","""Total Petroleum Consumed by the Commercial Sector""","""Thousand Barrels per Day"""
"""PACCPUS""","""200611""",337.024,"""11""","""Total Petroleum Consumed by the Commercial Sector""","""Thousand Barrels per Day"""
"""PACCPUS""","""200612""",413.036,"""11""","""Total Petroleum Consumed by the Commercial Sector""","""Thousand Barrels per Day"""
"""PACCPUS""","""200701""",435.746,"""11""","""Total Petroleum Consumed by the Commercial Sector""","""Thousand Barrels per Day"""
"""PACCPUS""","""200702""",500.42,"""11""","""Total Petroleum Consumed by the Commercial Sector""","""Thousand Barrels per Day"""
"""PACCPUS""","""200703""",418.706,"""11""","""Total Petroleum Consumed by the Commercial Sector""","""Thousand Barrels per Day"""
"""PACCPUS""","""200704""",289.136,"""11""","""Total Petroleum Consumed by the Commercial Sector""","""Thousand Barrels per Day"""
"""PACCPUS""","""200705""",218.22,"""11""","""Total Petroleum Consumed by the Commercial Sector""","""Thousand Barrels per Day"""
"""PACCPUS""","""200706""",229.808,"""11""","""Total Petroleum Consumed by the Commercial Sector""","""Thousand Barrels per Day"""
"""PACCPUS""","""200707""",223.851,"""11""","""Total Petroleum Consumed by the Commercial Sector""","""Thousand Barrels per Day"""
"""PACCPUS""","""200708""",243.733,"""11""","""Total Petroleum Consumed by the Commercial Sector""","""Thousand Barrels per Day"""
"""PACCPUS""","""200709""",257.432,"""11""","""Total Petroleum Consumed by the Commercial Sector""","""Thousand Barrels per Day"""
"""PACCPUS""","""200710""",292.71,"""11""","""Total Petroleum Consumed by the Commercial Sector""","""Thousand Barrels per Day"""
"""PACCPUS""","""200711""",397.31,"""11""","""Total Petroleum Consumed by the Commercial Sector""","""Thousand Barrels per Day"""
"""PACCPUS""","""200712""",545.391,"""11""","""Total Petroleum Consumed by the Commercial Sector""","""Thousand Barrels per Day"""
"""PACCPUS""","""200801""",549.935,"""11""","""Total Petroleum Consumed by the Commercial Sector""","""Thousand Barrels per Day"""
"""PACCPUS""","""200802""",549.243,"""11""","""Total Petroleum Consumed by the Commercial Sector""","""Thousand Barrels per Day"""
"""PACCPUS""","""200803""",424.34,"""11""","""Total Petroleum Consumed by the Commercial Sector""","""Thousand Barrels per Day"""
"""PACCPUS""","""200804""",331.944,"""11""","""Total Petroleum Consumed by the Commercial Sector""","""Thousand Barrels per Day"""
"""PACCPUS""","""200805""",256.962,"""11""","""Total Petroleum Consumed by the Commercial Sector""","""Thousand Barrels per Day"""
"""PACCPUS""","""200806""",251.906,"""11""","""Total Petroleum Consumed by the Commercial Sector""","""Thousand Barrels per Day"""
"""PACCPUS""","""200807""",239.712,"""11""","""Total Petroleum Consumed by the Commercial Sector""","""Thousand Barrels per Day"""
"""PACCPUS""","""200808""",226.224,"""11""","""Total Petroleum Consumed by the Commercial Sector""","""Thousand Barrels per Day"""
"""PACCPUS""","""200809""",240.93,"""11""","""Total Petroleum Consumed by the Commercial Sector""","""Thousand Barrels per Day"""
"""PACCPUS""","""200810""",286.192,"""11""","""Total Petroleum Consumed by the Commercial Sector""","""Thousand Barrels per Day"""
"""PACCPUS""","""200811""",358.778,"""11""","""Total Petroleum Consumed by the Commercial Sector""","""Thousand Barrels per Day"""
"""PACCPUS""","""200812""",502.437,"""11""","""Total Petroleum Consumed by the Commercial Sector""","""Thousand Barrels per Day"""
"""PACCPUS""","""200901""",541.618,"""11""","""Total Petroleum Consumed by the Commercial Sector""","""Thousand Barrels per Day"""
"""PACCPUS""","""200902""",495.538,"""11""","""Total Petroleum Consumed by the Commercial Sector""","""Thousand Barrels per Day"""
"""PACCPUS""","""200903""",428.362,"""11""","""Total Petroleum Consumed by the Commercial Sector""","""Thousand Barrels per Day"""
"""PACCPUS""","""200904""",343.254,"""11""","""Total Petroleum Consumed by the Commercial Sector""","""Thousand Barrels per Day"""
"""PACCPUS""","""200905""",248.063,"""11""","""Total Petroleum Consumed by the Commercial Sector""","""Thousand Barrels per Day"""
"""PACCPUS""","""200906""",230.83,"""11""","""Total Petroleum Consumed by the Commercial Sector""","""Thousand Barrels per Day"""
"""PACCPUS""","""200907""",243.59,"""11""","""Total Petroleum Consumed by the Commercial Sector""","""Thousand Barrels per Day"""
"""PACCPUS""","""200908""",251.193,"""11""","""Total Petroleum Consumed by the Commercial Sector""","""Thousand Barrels per Day"""
"""PACCPUS""","""200909""",289.323,"""11""","""Total Petroleum Consumed by the Commercial Sector""","""Thousand Barrels per Day"""
"""PACCPUS""","""200910""",295.673,"""11""","""Total Petroleum Consumed by the Commercial Sector""","""Thousand Barrels per Day"""
"""PACCPUS""","""200911""",313.707,"""11""","""Total Petroleum Consumed by the Commercial Sector""","""Thousand Barrels per Day"""
"""PACCPUS""","""200912""",496.871,"""11""","""Total Petroleum Consumed by the Commercial Sector""","""Thousand Barrels per Day"""
"""PACCPUS""","""201001""",549.824,"""11""","""Total Petroleum Consumed by the Commercial Sector""","""Thousand Barrels per Day"""
"""PACCPUS""","""201002""",557.145,"""11""","""Total Petroleum Consumed by the Commercial Sector""","""Thousand Barrels per Day"""
"""PACCPUS""","""201003""",358.805,"""11""","""Total Petroleum Consumed by the Commercial Sector""","""Thousand Barrels per Day"""
"""PACCPUS""","""201004""",269.113,"""11""","""Total Petroleum Consumed by the Commercial Sector""","""Thousand Barrels per Day"""
"""PACCPUS""","""201005""",262.169,"""11""","""Total Petroleum Consumed by the Commercial Sector""","""Thousand Barrels per Day"""
